session_id,page,event_type,element_type,element_label,x_pct,y_pct,time_on_page_ms,ts
2bf51caa-5459-4a0f-bfe2-0e41ff09bc96,control-task-img-2,mouseleave,share-btn,Yes,,,333,2026-06-30T19:52:28.738Z
2bf51caa-5459-4a0f-bfe2-0e41ff09bc96,control-task-img-2,mousemove,document,,0.42,0.58,366,2026-06-30T19:52:28.771Z
2bf51caa-5459-4a0f-bfe2-0e41ff09bc96,control-task-img-2,mouseenter,scale-btn,Probably real,,,468,2026-06-30T19:52:28.873Z
2bf51caa-5459-4a0f-bfe2-0e41ff09bc96,control-task-img-2,click,scale-btn,Probably real,0.42,0.5,717,2026-06-30T19:52:29.122Z
2bf51caa-5459-4a0f-bfe2-0e41ff09bc96,control-task-img-2,mouseleave,scale-btn,Probably real,,,749,2026-06-30T19:52:29.154Z
2bf51caa-5459-4a0f-bfe2-0e41ff09bc96,control-task-img-2,mousemove,document,,0.35,0.63,866,2026-06-30T19:52:29.271Z
2bf51caa-5459-4a0f-bfe2-0e41ff09bc96,control-task-img-2,mouseenter,share-btn,Yes,,,883,2026-06-30T19:52:29.288Z
2bf51caa-5459-4a0f-bfe2-0e41ff09bc96,control-task-img-2,click,share-btn,Yes,0.34,0.66,1159,2026-06-30T19:52:29.564Z
2bf51caa-5459-4a0f-bfe2-0e41ff09bc96,control-task-img-2,mouseleave,share-btn,Yes,,,1266,2026-06-30T19:52:29.671Z
2bf51caa-5459-4a0f-bfe2-0e41ff09bc96,control-task-img-2,mousemove,document,,0.29,0.77,1367,2026-06-30T19:52:29.772Z
2bf51caa-5459-4a0f-bfe2-0e41ff09bc96,control-task-img-2,mouseenter,next-btn,Next,,,1433,2026-06-30T19:52:29.838Z
2bf51caa-5459-4a0f-bfe2-0e41ff09bc96,control-task-img-2,click,next-btn,Next,0.27,0.79,1729,2026-06-30T19:52:30.134Z
2bf51caa-5459-4a0f-bfe2-0e41ff09bc96,control-task-img-3,mousemove,document,,0.34,0.74,138,2026-06-30T19:52:30.272Z
2bf51caa-5459-4a0f-bfe2-0e41ff09bc96,control-task-img-3,mouseenter,share-btn,No,,,220,2026-06-30T19:52:30.354Z
2bf51caa-5459-4a0f-bfe2-0e41ff09bc96,control-task-img-3,mouseleave,share-btn,No,,,337,2026-06-30T19:52:30.471Z
2bf51caa-5459-4a0f-bfe2-0e41ff09bc96,control-task-img-3,mouseenter,scale-btn,Probably fake,,,487,2026-06-30T19:52:30.621Z
2bf51caa-5459-4a0f-bfe2-0e41ff09bc96,control-task-img-3,click,scale-btn,Probably fake,0.52,0.51,772,2026-06-30T19:52:30.906Z
2bf51caa-5459-4a0f-bfe2-0e41ff09bc96,control-task-img-3,mousemove,document,,0.52,0.52,787,2026-06-30T19:52:30.921Z
2bf51caa-5459-4a0f-bfe2-0e41ff09bc96,control-task-img-3,mouseleave,scale-btn,Probably fake,,,804,2026-06-30T19:52:30.938Z
2bf51caa-5459-4a0f-bfe2-0e41ff09bc96,control-task-img-3,mouseenter,share-btn,No,,,837,2026-06-30T19:52:30.971Z
2bf51caa-5459-4a0f-bfe2-0e41ff09bc96,control-task-img-3,click,share-btn,No,0.49,0.66,1056,2026-06-30T19:52:31.190Z
2bf51caa-5459-4a0f-bfe2-0e41ff09bc96,control-task-img-3,mouseleave,share-btn,No,,,1120,2026-06-30T19:52:31.254Z
2bf51caa-5459-4a0f-bfe2-0e41ff09bc96,control-task-img-3,mouseenter,next-btn,Next,,,1203,2026-06-30T19:52:31.337Z
2bf51caa-5459-4a0f-bfe2-0e41ff09bc96,control-task-img-3,mousemove,document,,0.2,0.79,1303,2026-06-30T19:52:31.437Z
2bf51caa-5459-4a0f-bfe2-0e41ff09bc96,control-task-img-3,click,next-btn,Next,0.2,0.78,1626,2026-06-30T19:52:31.760Z
2bf51caa-5459-4a0f-bfe2-0e41ff09bc96,control-task-img-4,mouseenter,checkbox,seen-cb-3,,,59,2026-06-30T19:52:31.820Z
2bf51caa-5459-4a0f-bfe2-0e41ff09bc96,control-task-img-4,mouseleave,checkbox,seen-cb-3,,,76,2026-06-30T19:52:31.837Z
2bf51caa-5459-4a0f-bfe2-0e41ff09bc96,control-task-img-4,mouseenter,share-btn,Yes,,,93,2026-06-30T19:52:31.854Z
2bf51caa-5459-4a0f-bfe2-0e41ff09bc96,control-task-img-4,mouseleave,share-btn,Yes,,,126,2026-06-30T19:52:31.887Z
2bf51caa-5459-4a0f-bfe2-0e41ff09bc96,control-task-img-4,mousemove,document,,0.26,0.58,179,2026-06-30T19:52:31.940Z
2bf51caa-5459-4a0f-bfe2-0e41ff09bc96,control-task-img-4,mouseenter,scale-btn,Definitely real,,,342,2026-06-30T19:52:32.103Z
2bf51caa-5459-4a0f-bfe2-0e41ff09bc96,control-task-img-4,click,scale-btn,Definitely real,0.26,0.52,627,2026-06-30T19:52:32.388Z
2bf51caa-5459-4a0f-bfe2-0e41ff09bc96,control-task-img-4,mouseleave,scale-btn,Definitely real,,,642,2026-06-30T19:52:32.403Z
2bf51caa-5459-4a0f-bfe2-0e41ff09bc96,control-task-img-4,mouseenter,share-btn,Yes,,,693,2026-06-30T19:52:32.454Z
2bf51caa-5459-4a0f-bfe2-0e41ff09bc96,control-task-img-4,mousemove,document,,0.26,0.65,693,2026-06-30T19:52:32.454Z
2bf51caa-5459-4a0f-bfe2-0e41ff09bc96,control-task-img-4,mouseleave,share-btn,Yes,,,759,2026-06-30T19:52:32.520Z
2bf51caa-5459-4a0f-bfe2-0e41ff09bc96,control-task-img-4,mouseenter,share-btn,Yes,,,842,2026-06-30T19:52:32.603Z
2bf51caa-5459-4a0f-bfe2-0e41ff09bc96,control-task-img-4,click,share-btn,Yes,0.26,0.68,1063,2026-06-30T19:52:32.824Z
2bf51caa-5459-4a0f-bfe2-0e41ff09bc96,control-task-img-4,mouseleave,share-btn,Yes,,,1142,2026-06-30T19:52:32.903Z
2bf51caa-5459-4a0f-bfe2-0e41ff09bc96,control-task-img-4,mousemove,document,,0.25,0.73,1209,2026-06-30T19:52:32.970Z
2bf51caa-5459-4a0f-bfe2-0e41ff09bc96,control-task-img-4,mouseenter,next-btn,Next,,,1381,2026-06-30T19:52:33.142Z
2bf51caa-5459-4a0f-bfe2-0e41ff09bc96,control-task-img-4,mouseleave,next-btn,Next,,,1493,2026-06-30T19:52:33.254Z
2bf51caa-5459-4a0f-bfe2-0e41ff09bc96,control-task-img-4,click,label,"I have seen this image before, or it failed to load",0.24,0.71,2001,2026-06-30T19:52:33.762Z
2bf51caa-5459-4a0f-bfe2-0e41ff09bc96,control-task-img-4,click,checkbox,seen-cb-3,0.24,0.71,2001,2026-06-30T19:52:33.762Z
2bf51caa-5459-4a0f-bfe2-0e41ff09bc96,control-task-img-4,change,checkbox,seen-cb-3:true,,,2001,2026-06-30T19:52:33.762Z
2bf51caa-5459-4a0f-bfe2-0e41ff09bc96,control-task-img-4,mouseenter,next-btn,Next,,,2126,2026-06-30T19:52:33.887Z
2bf51caa-5459-4a0f-bfe2-0e41ff09bc96,control-task-img-4,mousemove,document,,0.24,0.78,2159,2026-06-30T19:52:33.920Z
2bf51caa-5459-4a0f-bfe2-0e41ff09bc96,control-task-img-4,click,next-btn,Next,0.24,0.78,2686,2026-06-30T19:52:34.447Z
2bf51caa-5459-4a0f-bfe2-0e41ff09bc96,control-task-img-5,mousemove,document,,0.28,0.76,106,2026-06-30T19:52:34.553Z
2bf51caa-5459-4a0f-bfe2-0e41ff09bc96,control-task-img-5,mouseenter,share-btn,No,,,407,2026-06-30T19:52:34.854Z
2bf51caa-5459-4a0f-bfe2-0e41ff09bc96,control-task-img-5,mouseleave,share-btn,No,,,1124,2026-06-30T19:52:35.571Z
2bf51caa-5459-4a0f-bfe2-0e41ff09bc96,control-task-img-5,mouseenter,image,Profile shot — hyper-realistic hair texture,,,1124,2026-06-30T19:52:35.571Z
2bf51caa-5459-4a0f-bfe2-0e41ff09bc96,control-task-img-5,mousemove,document,,0.44,0.68,1124,2026-06-30T19:52:35.571Z
2bf51caa-5459-4a0f-bfe2-0e41ff09bc96,control-task-img-5,mouseleave,image,Profile shot — hyper-realistic hair texture,,,1358,2026-06-30T19:52:35.805Z
2bf51caa-5459-4a0f-bfe2-0e41ff09bc96,control-task-img-5,mousemove,document,,0.35,0.14,1624,2026-06-30T19:52:36.071Z
2bf51caa-5459-4a0f-bfe2-0e41ff09bc96,control-task-img-5,mouseenter,nav-btn,1 · Knowledge,,,1707,2026-06-30T19:52:36.154Z
2bf51caa-5459-4a0f-bfe2-0e41ff09bc96,int1,mousemove,document,,0.44,0.04,85,2026-06-30T19:52:36.572Z
2bf51caa-5459-4a0f-bfe2-0e41ff09bc96,int1,mouseleave,nav-btn,1 · Knowledge,,,117,2026-06-30T19:52:36.604Z
2bf51caa-5459-4a0f-bfe2-0e41ff09bc96,int1,mouseenter,nav-btn,2 · Textual,,,117,2026-06-30T19:52:36.604Z
2bf51caa-5459-4a0f-bfe2-0e41ff09bc96,int1,mouseleave,nav-btn,2 · Textual,,,518,2026-06-30T19:52:37.005Z
2bf51caa-5459-4a0f-bfe2-0e41ff09bc96,int1,mouseenter,nav-btn,3 · Visual,,,534,2026-06-30T19:52:37.021Z
2bf51caa-5459-4a0f-bfe2-0e41ff09bc96,int1,mousemove,document,,0.54,0.04,601,2026-06-30T19:52:37.088Z
2bf51caa-5459-4a0f-bfe2-0e41ff09bc96,int1,click,nav-btn,3 · Visual,0.54,0.04,799,2026-06-30T19:52:37.286Z
2bf51caa-5459-4a0f-bfe2-0e41ff09bc96,control-task-img-5,click,nav-btn,1 · Knowledge,0.42,0.04,2039,2026-06-30T19:52:36.486Z
2bf51caa-5459-4a0f-bfe2-0e41ff09bc96,int3-tip-2,mouseenter,btn,Next →,,,2,2026-06-30T19:52:39.426Z
2bf51caa-5459-4a0f-bfe2-0e41ff09bc96,int3-tip-2,mouseleave,btn,Next →,,,147,2026-06-30T19:52:39.571Z
2bf51caa-5459-4a0f-bfe2-0e41ff09bc96,int3-tip-2,mousemove,document,,0.28,0.72,314,2026-06-30T19:52:39.738Z
2bf51caa-5459-4a0f-bfe2-0e41ff09bc96,int3-tip-2,mouseenter,btn,Next →,,,347,2026-06-30T19:52:39.771Z
2bf51caa-5459-4a0f-bfe2-0e41ff09bc96,int3-tip-2,click,btn,Next →,0.25,0.71,676,2026-06-30T19:52:40.100Z
2bf51caa-5459-4a0f-bfe2-0e41ff09bc96,int3-tip-1,mouseleave,nav-btn,3 · Visual,,,251,2026-06-30T19:52:37.538Z
2bf51caa-5459-4a0f-bfe2-0e41ff09bc96,int3-tip-1,mousemove,document,,0.56,0.08,324,2026-06-30T19:52:37.611Z
2bf51caa-5459-4a0f-bfe2-0e41ff09bc96,int3-tip-1,mouseenter,image,Two people holding hands — fingers are merged together unnat,,,356,2026-06-30T19:52:37.643Z
2bf51caa-5459-4a0f-bfe2-0e41ff09bc96,int3-tip-1,mousemove,document,,0.42,0.53,1401,2026-06-30T19:52:38.688Z
2bf51caa-5459-4a0f-bfe2-0e41ff09bc96,int3-tip-1,mouseleave,image,Two people holding hands — fingers are merged together unnat,,,1584,2026-06-30T19:52:38.871Z
2bf51caa-5459-4a0f-bfe2-0e41ff09bc96,int3-tip-1,mouseenter,btn,Next →,,,1701,2026-06-30T19:52:38.988Z
2bf51caa-5459-4a0f-bfe2-0e41ff09bc96,int3-tip-1,mouseleave,btn,Next →,,,1740,2026-06-30T19:52:39.027Z
2bf51caa-5459-4a0f-bfe2-0e41ff09bc96,int3-tip-1,mouseenter,btn,Next →,,,1885,2026-06-30T19:52:39.172Z
2bf51caa-5459-4a0f-bfe2-0e41ff09bc96,int3-tip-1,mousemove,document,,0.23,0.74,1907,2026-06-30T19:52:39.194Z
2bf51caa-5459-4a0f-bfe2-0e41ff09bc96,int3-tip-1,click,btn,Next →,0.23,0.72,2137,2026-06-30T19:52:39.424Z
2bf51caa-5459-4a0f-bfe2-0e41ff09bc96,int3-tip-3,mousemove,document,,0.25,0.71,293,2026-06-30T19:52:40.393Z
2bf51caa-5459-4a0f-bfe2-0e41ff09bc96,int3-tip-3,mouseenter,btn,Next →,,,338,2026-06-30T19:52:40.438Z
2bf51caa-5459-4a0f-bfe2-0e41ff09bc96,int3-tip-3,click,btn,Next →,0.27,0.72,742,2026-06-30T19:52:40.842Z
2bf51caa-5459-4a0f-bfe2-0e41ff09bc96,int3-tip-4,mouseenter,btn,Next →,,,2,2026-06-30T19:52:40.844Z
2bf51caa-5459-4a0f-bfe2-0e41ff09bc96,int3-tip-5,mouseenter,btn,✅ Continue to Detection Task,,,6,2026-06-30T19:52:41.745Z
2bf51caa-5459-4a0f-bfe2-0e41ff09bc96,int3-tip-5,mousemove,document,,0.28,0.71,498,2026-06-30T19:52:42.237Z
2bf51caa-5459-4a0f-bfe2-0e41ff09bc96,int3-tip-5,click,btn,✅ Continue to Detection Task,0.31,0.7,833,2026-06-30T19:52:42.572Z
2bf51caa-5459-4a0f-bfe2-0e41ff09bc96,int3-task-img-1,mousemove,document,,0.36,0.69,164,2026-06-30T19:52:42.737Z
2bf51caa-5459-4a0f-bfe2-0e41ff09bc96,int3-task-img-1,mouseenter,share-btn,Yes,,,231,2026-06-30T19:52:42.804Z
2bf51caa-5459-4a0f-bfe2-0e41ff09bc96,int3-task-img-1,mouseleave,share-btn,Yes,,,281,2026-06-30T19:52:42.854Z
2bf51caa-5459-4a0f-bfe2-0e41ff09bc96,int3-task-img-1,mouseenter,share-btn,Yes,,,737,2026-06-30T19:52:43.310Z
2bf51caa-5459-4a0f-bfe2-0e41ff09bc96,int3-task-img-1,mousemove,document,,0.35,0.63,803,2026-06-30T19:52:43.376Z
2bf51caa-5459-4a0f-bfe2-0e41ff09bc96,int3-task-img-1,mouseleave,share-btn,Yes,,,820,2026-06-30T19:52:43.393Z
2bf51caa-5459-4a0f-bfe2-0e41ff09bc96,int3-task-img-1,mouseenter,scale-btn,Definitely real,,,903,2026-06-30T19:52:43.476Z
2bf51caa-5459-4a0f-bfe2-0e41ff09bc96,int3-task-img-1,click,scale-btn,Definitely real,0.28,0.53,1333,2026-06-30T19:52:43.906Z
2bf51caa-5459-4a0f-bfe2-0e41ff09bc96,int3-task-img-1,mousemove,document,,0.28,0.53,1350,2026-06-30T19:52:43.923Z
2bf51caa-5459-4a0f-bfe2-0e41ff09bc96,int3-task-img-1,mouseleave,scale-btn,Definitely real,,,1414,2026-06-30T19:52:43.987Z
2bf51caa-5459-4a0f-bfe2-0e41ff09bc96,int3-task-img-1,mouseenter,share-btn,Yes,,,1447,2026-06-30T19:52:44.020Z
2bf51caa-5459-4a0f-bfe2-0e41ff09bc96,int3-task-img-1,mouseleave,share-btn,Yes,,,1464,2026-06-30T19:52:44.037Z
2bf51caa-5459-4a0f-bfe2-0e41ff09bc96,int3-task-img-1,mouseenter,share-btn,Yes,,,1664,2026-06-30T19:52:44.237Z
2bf51caa-5459-4a0f-bfe2-0e41ff09bc96,int3-task-img-1,click,share-btn,Yes,0.32,0.67,1845,2026-06-30T19:52:44.418Z
2bf51caa-5459-4a0f-bfe2-0e41ff09bc96,int3-task-img-1,mousemove,document,,0.32,0.67,1864,2026-06-30T19:52:44.437Z
2bf51caa-5459-4a0f-bfe2-0e41ff09bc96,int3-task-img-1,mouseleave,share-btn,Yes,,,1914,2026-06-30T19:52:44.487Z
2bf51caa-5459-4a0f-bfe2-0e41ff09bc96,int3-task-img-1,click,label,"I have seen this image before, or it failed to load",0.26,0.72,2219,2026-06-30T19:52:44.792Z
2bf51caa-5459-4a0f-bfe2-0e41ff09bc96,int3-task-img-1,click,checkbox,seen-cb-0,0.26,0.72,2219,2026-06-30T19:52:44.792Z
2bf51caa-5459-4a0f-bfe2-0e41ff09bc96,int3-task-img-1,change,checkbox,seen-cb-0:true,,,2219,2026-06-30T19:52:44.792Z
2bf51caa-5459-4a0f-bfe2-0e41ff09bc96,int3-task-img-1,mouseenter,next-btn,Next,,,2314,2026-06-30T19:52:44.887Z
2bf51caa-5459-4a0f-bfe2-0e41ff09bc96,int3-task-img-1,mousemove,document,,0.25,0.77,2364,2026-06-30T19:52:44.937Z
2bf51caa-5459-4a0f-bfe2-0e41ff09bc96,int3-task-img-1,click,next-btn,Next,0.25,0.78,2567,2026-06-30T19:52:45.140Z
2bf51caa-5459-4a0f-bfe2-0e41ff09bc96,int3-task-img-2,mouseenter,share-btn,Yes,,,231,2026-06-30T19:52:45.371Z
2bf51caa-5459-4a0f-bfe2-0e41ff09bc96,int3-task-img-2,mouseleave,share-btn,Yes,,,704,2026-06-30T19:52:45.844Z
2bf51caa-5459-4a0f-bfe2-0e41ff09bc96,int3-task-img-2,mousemove,document,,0.39,0.71,704,2026-06-30T19:52:45.844Z
2bf51caa-5459-4a0f-bfe2-0e41ff09bc96,int3-task-img-2,mouseenter,scale-btn,Probably real,,,881,2026-06-30T19:52:46.021Z
2bf51caa-5459-4a0f-bfe2-0e41ff09bc96,int3-tip-4,click,btn,Next →,0.23,0.72,896,2026-06-30T19:52:41.738Z
2bf51caa-5459-4a0f-bfe2-0e41ff09bc96,int3-task-img-2,mousemove,document,,0.4,0.51,1256,2026-06-30T19:52:46.396Z
2bf51caa-5459-4a0f-bfe2-0e41ff09bc96,int3-task-img-2,click,scale-btn,Probably real,0.4,0.51,1261,2026-06-30T19:52:46.401Z
2bf51caa-5459-4a0f-bfe2-0e41ff09bc96,int3-task-img-2,mouseleave,scale-btn,Probably real,,,1298,2026-06-30T19:52:46.438Z
2bf51caa-5459-4a0f-bfe2-0e41ff09bc96,int3-task-img-2,mouseenter,share-btn,Yes,,,1349,2026-06-30T19:52:46.489Z
2bf51caa-5459-4a0f-bfe2-0e41ff09bc96,int3-task-img-2,mouseleave,share-btn,Yes,,,1398,2026-06-30T19:52:46.538Z
2bf51caa-5459-4a0f-bfe2-0e41ff09bc96,int3-task-img-2,click,div,Image 2 / 15Is this image real or fake?Definitely realProbab,0.3,0.69,1675,2026-06-30T19:52:46.815Z
2bf51caa-5459-4a0f-bfe2-0e41ff09bc96,int3-task-img-2,mouseenter,share-btn,Yes,,,1698,2026-06-30T19:52:46.838Z
2bf51caa-5459-4a0f-bfe2-0e41ff09bc96,int3-task-img-2,mousemove,document,,0.31,0.66,1764,2026-06-30T19:52:46.904Z
2bf51caa-5459-4a0f-bfe2-0e41ff09bc96,int3-task-img-2,click,share-btn,Yes,0.31,0.66,1934,2026-06-30T19:52:47.074Z
2bf51caa-5459-4a0f-bfe2-0e41ff09bc96,int3-task-img-2,mouseleave,share-btn,Yes,,,1998,2026-06-30T19:52:47.138Z
2bf51caa-5459-4a0f-bfe2-0e41ff09bc96,int3-task-img-2,mousemove,document,,0.28,0.73,2265,2026-06-30T19:52:47.405Z
2bf51caa-5459-4a0f-bfe2-0e41ff09bc96,int3-task-img-2,click,label,"I have seen this image before, or it failed to load",0.28,0.73,2473,2026-06-30T19:52:47.613Z
2bf51caa-5459-4a0f-bfe2-0e41ff09bc96,int3-task-img-2,click,checkbox,seen-cb-1,0.28,0.73,2474,2026-06-30T19:52:47.614Z
2bf51caa-5459-4a0f-bfe2-0e41ff09bc96,int3-task-img-2,change,checkbox,seen-cb-1:true,,,2474,2026-06-30T19:52:47.614Z
2bf51caa-5459-4a0f-bfe2-0e41ff09bc96,int3-task-img-2,mouseenter,next-btn,Next,,,2548,2026-06-30T19:52:47.688Z
2bf51caa-5459-4a0f-bfe2-0e41ff09bc96,int3-task-img-2,click,next-btn,Next,0.25,0.78,2878,2026-06-30T19:52:48.018Z
2bf51caa-5459-4a0f-bfe2-0e41ff09bc96,int3-task-img-3,mousemove,document,,0.25,0.78,6,2026-06-30T19:52:48.024Z
2bf51caa-5459-4a0f-bfe2-0e41ff09bc96,int3-task-img-3,mouseenter,share-btn,Yes,,,120,2026-06-30T19:52:48.138Z
2bf51caa-5459-4a0f-bfe2-0e41ff09bc96,int3-task-img-3,mouseleave,share-btn,Yes,,,353,2026-06-30T19:52:48.371Z
